actor(0, 2) = 0.32944226264953613
actor(1, 2) = 0.3268875181674957
actor(1, 3) = 0.30256450176239014
actor(4, 3) = 0.3123216927051544
goal(2, 3) = 0.26716095209121704
goal(3, 3) = 0.26217129826545715
goal(4, 0) = 0.2685275375843048
goal(4, 2) = 0.28991514444351196
enemy(0, 1) = 0.27830371260643005
enemy(0, 3) = 0.2620193064212799
enemy(2, 0) = 0.25750136375427246
enemy(2, 1) = 0.2645738124847412
enemy(2, 3) = 0.27232733368873596
enemy(3, 1) = 0.2534084916114807
enemy(4, 3) = 0.2571546733379364
enemy(4, 4) = 0.30809569358825684
