actor(0, 4) = 0.34787437319755554
actor(1, 1) = 0.42618662118911743
actor(1, 4) = 0.6218013167381287
actor(2, 2) = 0.3739013969898224
goal(2, 0) = 0.2850514054298401
goal(2, 3) = 0.3597347140312195
goal(3, 4) = 0.2861851155757904
goal(4, 0) = 0.2714974284172058
enemy(0, 0) = 0.2314627766609192
enemy(0, 1) = 0.2533925175666809
enemy(0, 3) = 0.3049478232860565
enemy(2, 1) = 0.2554599642753601
enemy(3, 2) = 0.23481756448745728
enemy(4, 2) = 0.25607573986053467
enemy(4, 3) = 0.24211260676383972
enemy(4, 4) = 0.23144476115703583
