actor(0, 2) = 0.3666174113750458
actor(1, 1) = 0.3289474844932556
actor(2, 2) = 0.4318450689315796
actor(4, 3) = 0.3483576476573944
goal(0, 0) = 0.2731356620788574
goal(0, 4) = 0.3031671345233917
goal(3, 0) = 0.2950845956802368
goal(3, 4) = 0.27038052678108215
enemy(0, 3) = 0.2383727878332138
enemy(1, 0) = 0.23724867403507233
enemy(2, 0) = 0.24178501963615417
enemy(2, 1) = 0.2356126606464386
enemy(2, 3) = 0.28467682003974915
enemy(3, 2) = 0.23492880165576935
enemy(3, 3) = 0.24346452951431274
enemy(4, 1) = 0.23765045404434204
