actor(0, 3) = 0.31050992012023926
actor(1, 3) = 0.28090184926986694
actor(3, 1) = 0.3060150444507599
actor(4, 4) = 0.31053709983825684
goal(2, 0) = 0.2725040316581726
goal(2, 2) = 0.34222283959388733
goal(3, 3) = 0.28594666719436646
goal(4, 0) = 0.2687968313694
enemy(0, 0) = 0.2658440172672272
enemy(0, 3) = 0.27817848324775696
enemy(1, 1) = 0.3356153666973114
enemy(2, 1) = 0.26924270391464233
enemy(2, 3) = 0.2745508849620819
enemy(3, 2) = 0.2571863830089569
enemy(4, 2) = 0.27535346150398254
enemy(4, 3) = 0.2766036093235016
