actor(0, 2) = 0.35074135661125183
actor(2, 3) = 0.31140828132629395
actor(3, 0) = 0.3092908561229706
actor(4, 3) = 0.3086658716201782
goal(0, 1) = 0.2605472505092621
goal(1, 3) = 0.28175538778305054
goal(2, 2) = 0.2836608588695526
goal(3, 3) = 0.2605254352092743
enemy(0, 3) = 0.2655411660671234
enemy(1, 0) = 0.3258395791053772
enemy(1, 1) = 0.30843254923820496
enemy(1, 2) = 0.2634933292865753
enemy(2, 1) = 0.2598978579044342
enemy(3, 3) = 0.26378941535949707
enemy(3, 4) = 0.259125679731369
enemy(4, 0) = 0.2576930522918701
