actor(2, 0) = 0.47912946343421936
actor(3, 0) = 0.35152822732925415
actor(3, 3) = 0.36795881390571594
actor(4, 3) = 0.350678026676178
goal(2, 1) = 0.30468928813934326
goal(2, 4) = 0.2613324224948883
goal(3, 3) = 0.2637488842010498
goal(4, 1) = 0.2686622738838196
enemy(0, 0) = 0.22736771404743195
enemy(0, 2) = 0.21916188299655914
enemy(0, 3) = 0.259155809879303
enemy(1, 0) = 0.24853403866291046
enemy(1, 3) = 0.2397993505001068
enemy(1, 4) = 0.2252824604511261
enemy(2, 1) = 0.22582773864269257
enemy(2, 3) = 0.23245620727539062
