actor(0, 2) = 0.3539155423641205
actor(1, 1) = 0.3248329162597656
actor(1, 4) = 0.44833070039749146
actor(4, 2) = 0.385131299495697
goal(0, 0) = 0.270265132188797
goal(2, 2) = 0.298115611076355
goal(3, 4) = 0.28789639472961426
goal(4, 0) = 0.28984177112579346
enemy(0, 3) = 0.2721831500530243
enemy(0, 4) = 0.2395019382238388
enemy(1, 3) = 0.24132871627807617
enemy(2, 0) = 0.24235424399375916
enemy(2, 1) = 0.24754856526851654
enemy(2, 3) = 0.24374280869960785
enemy(3, 2) = 0.2389577329158783
enemy(3, 3) = 0.2397640496492386
