actor(1, 0) = 0.30003049969673157
actor(2, 0) = 0.3435835838317871
actor(3, 2) = 0.30638423562049866
actor(4, 2) = 0.30305609107017517
goal(0, 3) = 0.27340167760849
goal(1, 3) = 0.2805756628513336
goal(2, 1) = 0.281781405210495
goal(4, 4) = 0.2720637917518616
enemy(0, 0) = 0.2630491852760315
enemy(0, 1) = 0.2886178195476532
enemy(0, 2) = 0.2714587450027466
enemy(1, 2) = 0.26208600401878357
enemy(3, 1) = 0.26298752427101135
enemy(3, 3) = 0.2589135468006134
enemy(3, 4) = 0.2860170304775238
enemy(4, 3) = 0.25887876749038696
