actor(0, 3) = 0.31046050786972046
actor(2, 4) = 0.2889668345451355
actor(3, 0) = 0.33196941018104553
actor(4, 3) = 0.28770339488983154
goal(0, 0) = 0.2637363076210022
goal(2, 2) = 0.2577175498008728
goal(4, 1) = 0.2709899842739105
goal(4, 2) = 0.28021207451820374
enemy(0, 1) = 0.2809986472129822
enemy(0, 2) = 0.28472015261650085
enemy(0, 3) = 0.27426818013191223
enemy(1, 2) = 0.2842646539211273
enemy(2, 3) = 0.30581334233283997
enemy(3, 0) = 0.26804623007774353
enemy(3, 4) = 0.27893126010894775
enemy(4, 2) = 0.29125040769577026
