actor(0, 2) = 0.3414278030395508
actor(1, 1) = 0.38782942295074463
actor(3, 0) = 0.37145090103149414
actor(4, 2) = 0.3355017304420471
goal(1, 0) = 0.29563137888908386
goal(2, 3) = 0.31619152426719666
goal(2, 4) = 0.2681848704814911
goal(3, 3) = 0.27000847458839417
enemy(0, 0) = 0.24109989404678345
enemy(1, 3) = 0.27060744166374207
enemy(2, 0) = 0.24216605722904205
enemy(2, 4) = 0.25059974193573
enemy(3, 1) = 0.23569591343402863
enemy(4, 0) = 0.244362011551857
enemy(4, 1) = 0.24599933624267578
enemy(4, 3) = 0.23580549657344818
