actor(0, 0) = 0.4986981153488159
actor(1, 2) = 0.36984407901763916
actor(2, 4) = 0.3803476393222809
actor(3, 2) = 0.39485710859298706
goal(1, 4) = 0.2685229778289795
goal(2, 0) = 0.27046677470207214
goal(3, 3) = 0.27710720896720886
goal(4, 2) = 0.2702089548110962
enemy(0, 3) = 0.23134849965572357
enemy(0, 4) = 0.2313598096370697
enemy(1, 3) = 0.23701031506061554
enemy(1, 4) = 0.2425185889005661
enemy(2, 4) = 0.22701671719551086
enemy(3, 0) = 0.2660728693008423
enemy(4, 0) = 0.2553127706050873
enemy(4, 4) = 0.22721707820892334
