actor(0, 2) = 0.3188503384590149
actor(1, 2) = 0.49958696961402893
actor(2, 4) = 0.3265770971775055
actor(4, 0) = 0.32771027088165283
goal(1, 0) = 0.2658039331436157
goal(2, 0) = 0.3514651656150818
goal(3, 3) = 0.2690363824367523
goal(4, 4) = 0.26279217004776
enemy(0, 2) = 0.2486739307641983
enemy(0, 3) = 0.2848992347717285
enemy(1, 1) = 0.27177396416664124
enemy(2, 1) = 0.24110856652259827
enemy(2, 2) = 0.2441643625497818
enemy(3, 0) = 0.2593757212162018
enemy(3, 3) = 0.24365223944187164
enemy(4, 4) = 0.23581168055534363
