actor(0, 2) = 0.34165552258491516
actor(2, 4) = 0.3642961382865906
actor(3, 1) = 0.5665296316146851
actor(4, 3) = 0.31634047627449036
goal(1, 2) = 0.26478394865989685
goal(3, 0) = 0.27953821420669556
goal(4, 0) = 0.27562427520751953
goal(4, 1) = 0.2698392868041992
enemy(1, 1) = 0.2588188648223877
enemy(2, 0) = 0.2499067187309265
enemy(2, 1) = 0.24997678399085999
enemy(2, 2) = 0.25693175196647644
enemy(3, 2) = 0.2541930079460144
enemy(3, 3) = 0.3273339569568634
enemy(3, 4) = 0.24660968780517578
enemy(4, 0) = 0.2549627721309662
