actor(2, 1) = 0.2955865263938904
actor(3, 0) = 0.3025878965854645
actor(3, 1) = 0.36808502674102783
actor(4, 2) = 0.3120860159397125
goal(1, 2) = 0.2635471224784851
goal(1, 3) = 0.2826496958732605
goal(1, 4) = 0.3377467393875122
goal(3, 4) = 0.2716551423072815
enemy(0, 1) = 0.25410890579223633
enemy(0, 2) = 0.25770753622055054
enemy(0, 3) = 0.2625730335712433
enemy(1, 0) = 0.26035401225090027
enemy(1, 1) = 0.27076980471611023
enemy(2, 0) = 0.2592524290084839
enemy(2, 2) = 0.30728691816329956
enemy(4, 3) = 0.28528231382369995
