actor(0, 0) = 0.493991494178772
actor(1, 0) = 0.31916525959968567
actor(1, 3) = 0.34614142775535583
actor(3, 2) = 0.32335662841796875
goal(0, 3) = 0.26894670724868774
goal(1, 2) = 0.2901431918144226
goal(3, 3) = 0.26228299736976624
goal(4, 1) = 0.2634356915950775
enemy(0, 1) = 0.23566915094852448
enemy(1, 0) = 0.23445174098014832
enemy(1, 4) = 0.23940834403038025
enemy(2, 0) = 0.24217621982097626
enemy(2, 1) = 0.2563905715942383
enemy(2, 2) = 0.23494362831115723
enemy(3, 3) = 0.27910277247428894
enemy(3, 4) = 0.23554642498493195
