actor(1, 4) = 0.4025322198867798
actor(2, 3) = 0.41247156262397766
actor(3, 0) = 0.35948553681373596
actor(4, 2) = 0.3725511133670807
goal(1, 3) = 0.2760589122772217
goal(2, 0) = 0.26685500144958496
goal(3, 4) = 0.27751868963241577
goal(4, 4) = 0.29927244782447815
enemy(0, 3) = 0.2673080861568451
enemy(1, 0) = 0.26067647337913513
enemy(1, 1) = 0.24137403070926666
enemy(3, 3) = 0.2407642900943756
enemy(3, 4) = 0.25895413756370544
enemy(4, 0) = 0.23770467936992645
enemy(4, 1) = 0.22960710525512695
enemy(4, 4) = 0.22555062174797058
