actor(0, 1) = 0.2842988967895508
actor(2, 4) = 0.31648463010787964
actor(3, 1) = 0.2983629107475281
actor(4, 4) = 0.2811163067817688
goal(1, 4) = 0.26555269956588745
goal(2, 2) = 0.2713293433189392
goal(4, 0) = 0.2780078947544098
goal(4, 3) = 0.2820547819137573
enemy(0, 2) = 0.2667422294616699
enemy(0, 3) = 0.28901737928390503
enemy(1, 3) = 0.28810063004493713
enemy(2, 1) = 0.2913898229598999
enemy(2, 3) = 0.2676474452018738
enemy(3, 4) = 0.3487265706062317
enemy(4, 1) = 0.2724277675151825
enemy(4, 2) = 0.3282398283481598
