actor(0, 3) = 0.3009627163410187
actor(1, 4) = 0.292782723903656
actor(2, 2) = 0.3139016330242157
actor(4, 1) = 0.3584430515766144
goal(1, 2) = 0.2498619258403778
goal(3, 4) = 0.2601138949394226
goal(4, 0) = 0.2553923428058624
goal(4, 2) = 0.2954835593700409
enemy(0, 2) = 0.3543267548084259
enemy(1, 0) = 0.28971728682518005
enemy(2, 0) = 0.27524957060813904
enemy(3, 1) = 0.2673139274120331
enemy(3, 2) = 0.29138803482055664
enemy(3, 3) = 0.32172858715057373
enemy(3, 4) = 0.2632065713405609
enemy(4, 4) = 0.2686683237552643
