actor(0, 2) = 0.3754177987575531
actor(2, 1) = 0.3402074873447418
actor(2, 2) = 0.48755115270614624
actor(3, 0) = 0.3592073619365692
goal(1, 0) = 0.2647893726825714
goal(1, 4) = 0.26712602376937866
goal(3, 3) = 0.3494003713130951
goal(3, 4) = 0.2702818810939789
enemy(0, 1) = 0.25617483258247375
enemy(0, 3) = 0.2544310688972473
enemy(1, 0) = 0.24208319187164307
enemy(1, 1) = 0.27063748240470886
enemy(2, 0) = 0.2783280313014984
enemy(3, 4) = 0.2438611090183258
enemy(4, 2) = 0.2371828705072403
enemy(4, 3) = 0.28077998757362366
