actor(0, 2) = 0.3064085841178894
actor(1, 1) = 0.3066694438457489
actor(4, 2) = 0.31389451026916504
actor(4, 3) = 0.3016517460346222
goal(0, 4) = 0.26254624128341675
goal(1, 1) = 0.2750202715396881
goal(1, 2) = 0.26692527532577515
goal(4, 0) = 0.2594393491744995
enemy(0, 0) = 0.2757532000541687
enemy(0, 3) = 0.2716749906539917
enemy(1, 2) = 0.2621728479862213
enemy(1, 3) = 0.26141801476478577
enemy(2, 4) = 0.2634183168411255
enemy(3, 2) = 0.27199938893318176
enemy(3, 3) = 0.29726988077163696
enemy(3, 4) = 0.2675747871398926
