actor(0, 0) = 0.3572586178779602
actor(2, 0) = 0.33437657356262207
actor(3, 0) = 0.3187565803527832
actor(3, 3) = 0.3857690989971161
goal(0, 2) = 0.26428836584091187
goal(0, 4) = 0.2575957179069519
goal(1, 0) = 0.33289432525634766
goal(3, 4) = 0.26882219314575195
enemy(0, 0) = 0.2892268896102905
enemy(0, 1) = 0.24801874160766602
enemy(0, 3) = 0.28102314472198486
enemy(1, 1) = 0.2596018314361572
enemy(1, 2) = 0.2806611955165863
enemy(2, 0) = 0.26400312781333923
enemy(2, 1) = 0.2556653618812561
enemy(3, 0) = 0.2580932378768921
