actor(1, 2) = 0.4732118844985962
actor(2, 0) = 0.3656420409679413
actor(3, 3) = 0.3359466791152954
actor(4, 3) = 0.36650362610816956
goal(1, 0) = 0.26261261105537415
goal(1, 4) = 0.2609780430793762
goal(2, 3) = 0.2612209916114807
goal(4, 4) = 0.27137768268585205
enemy(0, 1) = 0.24078890681266785
enemy(1, 0) = 0.23896801471710205
enemy(1, 1) = 0.26778051257133484
enemy(2, 1) = 0.2591695785522461
enemy(2, 2) = 0.2413439303636551
enemy(2, 4) = 0.2861683666706085
enemy(3, 0) = 0.24050742387771606
enemy(3, 2) = 0.24034878611564636
