actor(1, 3) = 0.3383566737174988
actor(2, 0) = 0.3338366150856018
actor(2, 4) = 0.3116060793399811
actor(4, 1) = 0.36238613724708557
goal(1, 2) = 0.26724857091903687
goal(3, 3) = 0.26980060338974
goal(3, 4) = 0.2689627408981323
goal(4, 2) = 0.29759466648101807
enemy(0, 2) = 0.2740750312805176
enemy(0, 3) = 0.25757548213005066
enemy(0, 4) = 0.24548938870429993
enemy(3, 0) = 0.23780624568462372
enemy(3, 4) = 0.23616838455200195
enemy(4, 2) = 0.2681938111782074
enemy(4, 3) = 0.2509005665779114
enemy(4, 4) = 0.23703229427337646
