actor(1, 4) = 0.4120755195617676
actor(2, 0) = 0.3717612326145172
actor(3, 1) = 0.3425537943840027
actor(4, 4) = 0.3689972460269928
goal(1, 3) = 0.2705700695514679
goal(3, 3) = 0.31319183111190796
goal(3, 4) = 0.2867929935455322
goal(4, 1) = 0.2811085283756256
enemy(0, 1) = 0.22925060987472534
enemy(0, 3) = 0.2580503523349762
enemy(1, 1) = 0.23616598546504974
enemy(2, 1) = 0.23107506334781647
enemy(2, 4) = 0.2329827845096588
enemy(3, 0) = 0.24264644086360931
enemy(3, 2) = 0.24208706617355347
enemy(4, 3) = 0.24589037895202637
