actor(0, 1) = 0.33351948857307434
actor(2, 2) = 0.464181125164032
actor(2, 4) = 0.33715975284576416
actor(4, 2) = 0.34160491824150085
goal(1, 0) = 0.2653255760669708
goal(2, 0) = 0.26760634779930115
goal(3, 4) = 0.26400142908096313
goal(4, 3) = 0.275656521320343
enemy(0, 3) = 0.24625873565673828
enemy(1, 1) = 0.2630966603755951
enemy(2, 1) = 0.25858795642852783
enemy(3, 0) = 0.25223860144615173
enemy(3, 1) = 0.2362283319234848
enemy(3, 3) = 0.24462364614009857
enemy(4, 0) = 0.24398474395275116
enemy(4, 4) = 0.24241149425506592
