actor(1, 2) = 0.2747099995613098
actor(4, 0) = 0.2864393889904022
actor(4, 1) = 0.27219709753990173
actor(4, 3) = 0.2840878367424011
goal(0, 2) = 0.3171118497848511
goal(2, 3) = 0.3180733025074005
goal(3, 2) = 0.2696606516838074
goal(4, 4) = 0.2684999704360962
enemy(0, 0) = 0.32402610778808594
enemy(0, 4) = 0.29055309295654297
enemy(1, 0) = 0.2893073856830597
enemy(2, 0) = 0.2752748727798462
enemy(2, 2) = 0.27609580755233765
enemy(3, 3) = 0.28492411971092224
enemy(3, 4) = 0.2913854122161865
enemy(4, 1) = 0.29878824949264526
