actor(1, 0) = 0.3192955255508423
actor(3, 1) = 0.5847322940826416
actor(3, 2) = 0.3335554897785187
actor(4, 3) = 0.32676297426223755
goal(0, 0) = 0.28500762581825256
goal(2, 3) = 0.2706465721130371
goal(3, 3) = 0.32992565631866455
goal(3, 4) = 0.28991207480430603
enemy(0, 0) = 0.2316097766160965
enemy(0, 1) = 0.23697124421596527
enemy(0, 3) = 0.23986971378326416
enemy(1, 1) = 0.24165385961532593
enemy(1, 3) = 0.2385879009962082
enemy(2, 1) = 0.2563476264476776
enemy(4, 1) = 0.2352217733860016
enemy(4, 2) = 0.23254068195819855
