actor(0, 2) = 0.3227138817310333
actor(1, 2) = 0.38283777236938477
actor(3, 4) = 0.4458528459072113
actor(4, 3) = 0.3396911025047302
goal(1, 1) = 0.2812712490558624
goal(1, 4) = 0.2650913894176483
goal(2, 1) = 0.3106076121330261
goal(4, 4) = 0.3169916570186615
enemy(1, 0) = 0.23401422798633575
enemy(2, 0) = 0.2338871955871582
enemy(2, 1) = 0.233511820435524
enemy(2, 2) = 0.2530284523963928
enemy(2, 3) = 0.23469141125679016
enemy(3, 0) = 0.23335051536560059
enemy(3, 2) = 0.23669874668121338
enemy(4, 1) = 0.24542094767093658
