actor(0, 4) = 0.34720656275749207
actor(3, 2) = 0.34112152457237244
actor(4, 0) = 0.3160760700702667
actor(4, 3) = 0.4144183397293091
goal(1, 1) = 0.26622462272644043
goal(2, 1) = 0.29560938477516174
goal(3, 4) = 0.2637040317058563
goal(4, 1) = 0.2859804630279541
enemy(0, 2) = 0.2600535452365875
enemy(0, 3) = 0.2722107768058777
enemy(0, 4) = 0.2388111799955368
enemy(1, 0) = 0.24637368321418762
enemy(1, 1) = 0.2628007233142853
enemy(1, 3) = 0.27895402908325195
enemy(2, 1) = 0.26982179284095764
enemy(3, 4) = 0.2392030656337738
