actor(0, 0) = 0.2827245891094208
actor(3, 0) = 0.2805931568145752
actor(3, 1) = 0.28438806533813477
actor(3, 3) = 0.28418877720832825
goal(0, 0) = 0.25598829984664917
goal(2, 2) = 0.2575381100177765
goal(2, 4) = 0.266844242811203
goal(3, 0) = 0.25798743963241577
enemy(0, 1) = 0.2759552597999573
enemy(0, 2) = 0.3480615019798279
enemy(0, 3) = 0.277929425239563
enemy(1, 2) = 0.28723931312561035
enemy(1, 4) = 0.2880662679672241
enemy(2, 3) = 0.28214865922927856
enemy(2, 4) = 0.2955600917339325
enemy(4, 4) = 0.27381476759910583
