actor(1, 4) = 0.5708397030830383
actor(2, 0) = 0.3367592394351959
actor(2, 2) = 0.42532920837402344
actor(4, 3) = 0.34020623564720154
goal(0, 1) = 0.27022215723991394
goal(3, 4) = 0.3114377558231354
goal(4, 0) = 0.26886385679244995
goal(4, 1) = 0.2759212553501129
enemy(0, 0) = 0.25511544942855835
enemy(0, 2) = 0.25930941104888916
enemy(0, 3) = 0.26359233260154724
enemy(0, 4) = 0.23635272681713104
enemy(1, 0) = 0.24407745897769928
enemy(1, 2) = 0.23752200603485107
enemy(2, 0) = 0.2357657104730606
enemy(2, 4) = 0.26831769943237305
