actor(0, 2) = 0.304151713848114
actor(2, 4) = 0.2845045328140259
actor(3, 2) = 0.2798137962818146
actor(4, 0) = 0.29570889472961426
goal(0, 0) = 0.27201828360557556
goal(0, 3) = 0.29141825437545776
goal(3, 3) = 0.26327696442604065
goal(4, 0) = 0.2634449303150177
enemy(0, 1) = 0.2714049220085144
enemy(0, 3) = 0.29156777262687683
enemy(1, 0) = 0.3122709393501282
enemy(1, 3) = 0.2736930251121521
enemy(2, 1) = 0.2898307740688324
enemy(2, 2) = 0.2767583727836609
enemy(3, 3) = 0.30715349316596985
enemy(4, 3) = 0.27770328521728516
