actor(2, 0) = 0.34749361872673035
actor(3, 0) = 0.37908124923706055
actor(4, 1) = 0.36825352907180786
actor(4, 4) = 0.36892154812812805
goal(1, 1) = 0.2744799554347992
goal(1, 2) = 0.3533591032028198
goal(1, 3) = 0.271141916513443
goal(4, 0) = 0.2656860947608948
enemy(0, 1) = 0.2327454835176468
enemy(0, 3) = 0.22984856367111206
enemy(0, 4) = 0.23701587319374084
enemy(1, 0) = 0.23274432122707367
enemy(2, 2) = 0.25699591636657715
enemy(2, 3) = 0.24078042805194855
enemy(3, 3) = 0.24258381128311157
enemy(4, 2) = 0.2547486424446106
