actor(0, 2) = 0.33386579155921936
actor(1, 3) = 0.31634286046028137
actor(2, 2) = 0.3427448272705078
actor(4, 2) = 0.4848736524581909
goal(0, 4) = 0.2681991755962372
goal(2, 1) = 0.2886888086795807
goal(4, 3) = 0.2732129991054535
goal(4, 4) = 0.29434335231781006
enemy(0, 3) = 0.26492801308631897
enemy(0, 4) = 0.2696041464805603
enemy(1, 0) = 0.25165584683418274
enemy(2, 2) = 0.25719407200813293
enemy(2, 4) = 0.2843768894672394
enemy(4, 0) = 0.24156911671161652
enemy(4, 3) = 0.31408604979515076
enemy(4, 4) = 0.24626405537128448
