actor(0, 1) = 0.3593955934047699
actor(1, 2) = 0.6168195009231567
actor(3, 1) = 0.32746562361717224
actor(4, 3) = 0.37588927149772644
goal(1, 3) = 0.3570038974285126
goal(3, 3) = 0.2731637954711914
goal(3, 4) = 0.2785968482494354
goal(4, 1) = 0.27422836422920227
enemy(0, 2) = 0.2608925402164459
enemy(0, 4) = 0.24257807433605194
enemy(1, 0) = 0.23894469439983368
enemy(1, 1) = 0.24850335717201233
enemy(2, 3) = 0.2511846721172333
enemy(2, 4) = 0.26589980721473694
enemy(4, 0) = 0.23314537107944489
enemy(4, 2) = 0.24090340733528137
