actor(0, 2) = 0.371503621339798
actor(2, 4) = 0.33988237380981445
actor(3, 2) = 0.4061605632305145
actor(4, 2) = 0.3336171805858612
goal(2, 2) = 0.25995224714279175
goal(4, 0) = 0.26183226704597473
goal(4, 2) = 0.25986963510513306
goal(4, 3) = 0.28216129541397095
enemy(0, 0) = 0.25333553552627563
enemy(0, 1) = 0.2651534974575043
enemy(0, 3) = 0.2659759819507599
enemy(1, 2) = 0.24596484005451202
enemy(1, 3) = 0.2959854006767273
enemy(2, 1) = 0.2599584758281708
enemy(3, 1) = 0.2447691708803177
enemy(3, 3) = 0.268454372882843
