actor(1, 3) = 0.3808765113353729
actor(2, 1) = 0.33056724071502686
actor(2, 4) = 0.37859129905700684
actor(3, 0) = 0.4961777925491333
goal(0, 0) = 0.26010552048683167
goal(2, 2) = 0.268228679895401
goal(3, 4) = 0.2579364478588104
goal(4, 1) = 0.3691357970237732
enemy(0, 0) = 0.24707798659801483
enemy(0, 2) = 0.23802916705608368
enemy(0, 4) = 0.23098284006118774
enemy(1, 1) = 0.2646726369857788
enemy(2, 3) = 0.24283400177955627
enemy(3, 1) = 0.2356044054031372
enemy(3, 2) = 0.23904725909233093
enemy(4, 2) = 0.23349152505397797
