actor(0, 1) = 0.3746357560157776
actor(2, 0) = 0.35057249665260315
actor(3, 3) = 0.3500487506389618
actor(4, 2) = 0.3647758960723877
goal(0, 4) = 0.2752171456813812
goal(1, 3) = 0.2631523013114929
goal(1, 4) = 0.24742865562438965
goal(2, 2) = 0.3399261236190796
enemy(0, 3) = 0.2990371882915497
enemy(1, 1) = 0.23919913172721863
enemy(2, 0) = 0.27002012729644775
enemy(2, 1) = 0.2542552649974823
enemy(3, 0) = 0.23066942393779755
enemy(3, 2) = 0.23893219232559204
enemy(3, 4) = 0.2522343099117279
enemy(4, 4) = 0.2446414679288864
