actor(0, 2) = 0.3670462667942047
actor(2, 2) = 0.4695490300655365
actor(3, 2) = 0.36418333649635315
actor(4, 3) = 0.4908793568611145
goal(0, 4) = 0.26015982031822205
goal(1, 4) = 0.25838232040405273
goal(2, 0) = 0.2747753858566284
goal(3, 0) = 0.34401947259902954
enemy(0, 3) = 0.23556232452392578
enemy(1, 0) = 0.25406762957572937
enemy(1, 1) = 0.2517056465148926
enemy(1, 3) = 0.24026787281036377
enemy(2, 1) = 0.2559972107410431
enemy(2, 4) = 0.24109774827957153
enemy(3, 3) = 0.2752262353897095
enemy(4, 4) = 0.26293474435806274
