actor(0, 2) = 0.3481493890285492
actor(1, 3) = 0.32749712467193604
actor(4, 2) = 0.4395323097705841
actor(4, 4) = 0.338314950466156
goal(2, 0) = 0.2659379839897156
goal(3, 1) = 0.2643927335739136
goal(4, 1) = 0.26460331678390503
goal(4, 3) = 0.3200090229511261
enemy(0, 3) = 0.24057292938232422
enemy(1, 0) = 0.24249860644340515
enemy(1, 4) = 0.24275285005569458
enemy(2, 0) = 0.23941101133823395
enemy(2, 1) = 0.26855096220970154
enemy(2, 4) = 0.24116475880146027
enemy(3, 2) = 0.2374252825975418
enemy(4, 0) = 0.23594945669174194
