actor(0, 2) = 0.3384397327899933
actor(1, 1) = 0.3555947244167328
actor(2, 2) = 0.366057425737381
actor(4, 0) = 0.30045121908187866
goal(1, 4) = 0.2775138020515442
goal(2, 2) = 0.2717839479446411
goal(3, 4) = 0.27525681257247925
goal(4, 2) = 0.3058696687221527
enemy(0, 1) = 0.2402692288160324
enemy(0, 3) = 0.24214252829551697
enemy(1, 0) = 0.25268200039863586
enemy(2, 0) = 0.24006447196006775
enemy(3, 2) = 0.3093221187591553
enemy(3, 3) = 0.24945861101150513
enemy(4, 2) = 0.24921806156635284
enemy(4, 3) = 0.25382277369499207
