actor(0, 2) = 0.35467347502708435
actor(1, 2) = 0.3381016254425049
actor(2, 2) = 0.32351645827293396
actor(3, 0) = 0.3120293915271759
goal(0, 4) = 0.2864682376384735
goal(2, 1) = 0.2591680586338043
goal(2, 4) = 0.28020647168159485
goal(4, 3) = 0.25859811902046204
enemy(0, 4) = 0.27289941906929016
enemy(2, 3) = 0.25787729024887085
enemy(3, 0) = 0.2578657567501068
enemy(3, 2) = 0.2562217116355896
enemy(3, 3) = 0.27901020646095276
enemy(3, 4) = 0.26507171988487244
enemy(4, 0) = 0.2560965120792389
enemy(4, 3) = 0.270477831363678
