actor(0, 0) = 0.6002854704856873
actor(1, 2) = 0.3563069999217987
actor(3, 1) = 0.37668606638908386
actor(3, 2) = 0.3749023377895355
goal(0, 4) = 0.26804158091545105
goal(2, 1) = 0.2573225796222687
goal(3, 4) = 0.2529279589653015
goal(4, 0) = 0.29846200346946716
enemy(0, 3) = 0.23733146488666534
enemy(1, 0) = 0.23751378059387207
enemy(1, 1) = 0.2352616786956787
enemy(1, 3) = 0.2399553805589676
enemy(2, 0) = 0.24492467939853668
enemy(2, 1) = 0.254431813955307
enemy(3, 0) = 0.24144867062568665
enemy(3, 2) = 0.2413979470729828
