actor(0, 3) = 0.3964208662509918
actor(1, 2) = 0.3613852560520172
actor(2, 1) = 0.4589378237724304
actor(4, 0) = 0.45908743143081665
goal(1, 1) = 0.2721983790397644
goal(3, 3) = 0.2748359739780426
goal(3, 4) = 0.2712194323539734
goal(4, 3) = 0.286154180765152
enemy(0, 1) = 0.23665501177310944
enemy(0, 4) = 0.2399834543466568
enemy(1, 1) = 0.24830080568790436
enemy(1, 3) = 0.23741674423217773
enemy(2, 0) = 0.24645039439201355
enemy(2, 3) = 0.23324665427207947
enemy(3, 1) = 0.24034859240055084
enemy(4, 4) = 0.22975052893161774
