actor(1, 1) = 0.4799952805042267
actor(2, 0) = 0.3323175311088562
actor(2, 1) = 0.38701218366622925
actor(3, 0) = 0.4087659418582916
goal(0, 0) = 0.27031025290489197
goal(1, 2) = 0.3432950973510742
goal(3, 4) = 0.27462130784988403
goal(4, 2) = 0.3014884293079376
enemy(0, 1) = 0.2338022142648697
enemy(1, 0) = 0.24219726026058197
enemy(1, 3) = 0.2591777443885803
enemy(2, 2) = 0.2388244867324829
enemy(2, 4) = 0.23698261380195618
enemy(3, 3) = 0.2431047111749649
enemy(4, 3) = 0.2484455108642578
enemy(4, 4) = 0.2852857708930969
