actor(0, 2) = 0.31536877155303955
actor(1, 0) = 0.3200920820236206
actor(3, 2) = 0.46185094118118286
actor(4, 2) = 0.3633846342563629
goal(0, 0) = 0.27339354157447815
goal(2, 4) = 0.2666774392127991
goal(3, 1) = 0.26664865016937256
goal(4, 4) = 0.3332553207874298
enemy(0, 3) = 0.24661986529827118
enemy(0, 4) = 0.2407941222190857
enemy(1, 0) = 0.2620871663093567
enemy(1, 1) = 0.23632636666297913
enemy(2, 1) = 0.23383933305740356
enemy(2, 2) = 0.25638267397880554
enemy(2, 3) = 0.24427998065948486
enemy(4, 1) = 0.24118532240390778
