actor(0, 2) = 0.5937578082084656
actor(1, 0) = 0.32166510820388794
actor(3, 1) = 0.32213178277015686
actor(4, 0) = 0.3253675103187561
goal(2, 0) = 0.2784103751182556
goal(3, 3) = 0.2694395184516907
goal(3, 4) = 0.3289194703102112
goal(4, 4) = 0.2827432155609131
enemy(0, 1) = 0.24163329601287842
enemy(0, 3) = 0.27234959602355957
enemy(1, 1) = 0.23175278306007385
enemy(1, 4) = 0.24528607726097107
enemy(2, 4) = 0.24015174806118011
enemy(3, 3) = 0.2315072864294052
enemy(4, 1) = 0.2330651730298996
enemy(4, 3) = 0.254817396402359
