actor(0, 1) = 0.3219882547855377
actor(1, 2) = 0.3293780982494354
actor(2, 2) = 0.6000248789787292
actor(3, 1) = 0.3220119774341583
goal(1, 4) = 0.26491373777389526
goal(3, 3) = 0.2672097682952881
goal(4, 2) = 0.2732166647911072
goal(4, 3) = 0.3583991825580597
enemy(0, 3) = 0.2764703035354614
enemy(0, 4) = 0.25222235918045044
enemy(1, 3) = 0.2633894979953766
enemy(2, 1) = 0.2694275975227356
enemy(3, 2) = 0.2843610644340515
enemy(4, 1) = 0.2735353112220764
enemy(4, 2) = 0.2574525773525238
enemy(4, 3) = 0.23897503316402435
