actor(0, 0) = 0.34453392028808594
actor(2, 1) = 0.34071141481399536
actor(2, 4) = 0.40028199553489685
actor(4, 2) = 0.44464704394340515
goal(0, 2) = 0.2609388530254364
goal(2, 2) = 0.26330673694610596
goal(3, 2) = 0.27065905928611755
goal(3, 4) = 0.2808988392353058
enemy(0, 1) = 0.24359369277954102
enemy(1, 1) = 0.24449358880519867
enemy(1, 2) = 0.2584827244281769
enemy(1, 4) = 0.2498319447040558
enemy(3, 1) = 0.23896843194961548
enemy(3, 3) = 0.2544185221195221
enemy(4, 1) = 0.25076574087142944
enemy(4, 4) = 0.24755147099494934
