actor(0, 2) = 0.30880266427993774
actor(1, 2) = 0.29591473937034607
actor(3, 1) = 0.3436514139175415
actor(4, 3) = 0.28521960973739624
goal(1, 1) = 0.2708149552345276
goal(2, 0) = 0.27719488739967346
goal(3, 3) = 0.29755735397338867
goal(4, 3) = 0.27092278003692627
enemy(0, 3) = 0.2656889259815216
enemy(1, 4) = 0.26196423172950745
enemy(2, 0) = 0.27050960063934326
enemy(2, 2) = 0.2632479965686798
enemy(2, 4) = 0.26412203907966614
enemy(3, 4) = 0.27603793144226074
enemy(4, 1) = 0.2735183835029602
enemy(4, 2) = 0.26314443349838257
