actor(0, 4) = 0.2818867862224579
actor(1, 1) = 0.2796180546283722
actor(4, 0) = 0.2796270549297333
actor(4, 4) = 0.2830125093460083
goal(2, 0) = 0.2928358018398285
goal(3, 4) = 0.26406681537628174
goal(4, 1) = 0.27393221855163574
goal(4, 3) = 0.2625415027141571
enemy(0, 1) = 0.27762526273727417
enemy(1, 0) = 0.27713826298713684
enemy(1, 1) = 0.2784586250782013
enemy(1, 3) = 0.3021211624145508
enemy(2, 1) = 0.27584561705589294
enemy(2, 4) = 0.27492761611938477
enemy(3, 3) = 0.28405100107192993
enemy(4, 2) = 0.3380700647830963
