actor(0, 2) = 0.4050453007221222
actor(2, 1) = 0.554265558719635
actor(3, 2) = 0.3561817705631256
actor(4, 3) = 0.3595634400844574
goal(0, 0) = 0.2680087685585022
goal(2, 2) = 0.2708981931209564
goal(3, 4) = 0.27159059047698975
goal(4, 2) = 0.3364747166633606
enemy(0, 0) = 0.22924038767814636
enemy(0, 3) = 0.2516225278377533
enemy(1, 0) = 0.22941164672374725
enemy(1, 2) = 0.2325333058834076
enemy(1, 4) = 0.2281026989221573
enemy(3, 1) = 0.24229039251804352
enemy(4, 1) = 0.23797117173671722
enemy(4, 4) = 0.23811927437782288
