actor(0, 4) = 0.4124368727207184
actor(2, 0) = 0.46209916472435
actor(4, 1) = 0.3464461863040924
actor(4, 3) = 0.36080202460289
goal(0, 2) = 0.2709950804710388
goal(2, 0) = 0.28508803248405457
goal(2, 2) = 0.33044034242630005
goal(4, 1) = 0.26912611722946167
enemy(1, 1) = 0.23737113177776337
enemy(1, 3) = 0.25318944454193115
enemy(1, 4) = 0.2395893931388855
enemy(2, 3) = 0.24322642385959625
enemy(3, 0) = 0.26045355200767517
enemy(4, 0) = 0.23463498055934906
enemy(4, 2) = 0.23567414283752441
enemy(4, 4) = 0.23597100377082825
