actor(0, 4) = 0.37487170100212097
actor(1, 2) = 0.4295898973941803
actor(1, 4) = 0.344686895608902
actor(2, 4) = 0.39114123582839966
goal(1, 3) = 0.321688711643219
goal(1, 4) = 0.2604241967201233
goal(3, 1) = 0.27195554971694946
goal(4, 3) = 0.27435651421546936
enemy(0, 1) = 0.2423768788576126
enemy(0, 3) = 0.24925296008586884
enemy(1, 0) = 0.24008560180664062
enemy(1, 1) = 0.27028101682662964
enemy(2, 1) = 0.2508077621459961
enemy(2, 3) = 0.24283409118652344
enemy(3, 4) = 0.23977696895599365
enemy(4, 3) = 0.2401069551706314
