actor(0, 0) = 0.36014440655708313
actor(1, 2) = 0.3295612931251526
actor(2, 4) = 0.3304920792579651
actor(4, 4) = 0.35593557357788086
goal(2, 2) = 0.27652084827423096
goal(3, 3) = 0.2570193409919739
goal(4, 2) = 0.2764626145362854
goal(4, 4) = 0.26004675030708313
enemy(0, 2) = 0.2572239935398102
enemy(0, 3) = 0.2694368064403534
enemy(2, 0) = 0.27700382471084595
enemy(2, 1) = 0.24839253723621368
enemy(3, 2) = 0.257913202047348
enemy(3, 3) = 0.2639850378036499
enemy(4, 0) = 0.247318834066391
enemy(4, 1) = 0.242730975151062
