actor(0, 2) = 0.28742915391921997
actor(1, 0) = 0.3059660792350769
actor(1, 4) = 0.28420618176460266
actor(3, 0) = 0.2915036678314209
goal(0, 0) = 0.2931276559829712
goal(3, 1) = 0.25989553332328796
goal(3, 3) = 0.2897249162197113
goal(4, 0) = 0.29313263297080994
enemy(0, 1) = 0.27201423048973083
enemy(0, 2) = 0.2759229838848114
enemy(0, 3) = 0.2885550558567047
enemy(1, 0) = 0.27658742666244507
enemy(1, 3) = 0.28893259167671204
enemy(2, 0) = 0.2852717936038971
enemy(3, 3) = 0.27228355407714844
enemy(4, 0) = 0.2880789041519165
