actor(0, 2) = 0.34340134263038635
actor(1, 0) = 0.37258830666542053
actor(2, 3) = 0.39808592200279236
actor(4, 3) = 0.3367643654346466
goal(1, 1) = 0.26833948493003845
goal(1, 4) = 0.2674335539340973
goal(4, 0) = 0.2688256800174713
goal(4, 1) = 0.2707853615283966
enemy(0, 3) = 0.26332226395606995
enemy(1, 1) = 0.2947850227355957
enemy(1, 4) = 0.2507883310317993
enemy(2, 0) = 0.26387107372283936
enemy(3, 0) = 0.2507513165473938
enemy(3, 1) = 0.24616901576519012
enemy(3, 4) = 0.2417275458574295
enemy(4, 2) = 0.24891240894794464
