actor(0, 2) = 0.3571675419807434
actor(2, 2) = 0.5373722910881042
actor(3, 0) = 0.3841066360473633
actor(4, 1) = 0.3766334652900696
goal(1, 4) = 0.266020268201828
goal(2, 0) = 0.2750420868396759
goal(2, 4) = 0.32048365473747253
goal(4, 2) = 0.2668340504169464
enemy(0, 1) = 0.23841124773025513
enemy(0, 3) = 0.2317294031381607
enemy(0, 4) = 0.24414996802806854
enemy(1, 1) = 0.24681356549263
enemy(1, 4) = 0.23576295375823975
enemy(3, 2) = 0.23297305405139923
enemy(3, 3) = 0.22930710017681122
enemy(4, 3) = 0.22977833449840546
