actor(0, 2) = 0.3623081147670746
actor(2, 0) = 0.3372286856174469
actor(2, 3) = 0.34258732199668884
actor(4, 2) = 0.3607620596885681
goal(3, 2) = 0.27068033814430237
goal(3, 4) = 0.2738296091556549
goal(4, 2) = 0.2666552662849426
goal(4, 4) = 0.30202823877334595
enemy(0, 1) = 0.24610760807991028
enemy(1, 0) = 0.2474672943353653
enemy(1, 1) = 0.24918371438980103
enemy(1, 3) = 0.2538198232650757
enemy(1, 4) = 0.26626288890838623
enemy(2, 1) = 0.24455741047859192
enemy(4, 1) = 0.24502567946910858
enemy(4, 3) = 0.24350965023040771
