actor(1, 1) = 0.4215559661388397
actor(2, 0) = 0.3460521697998047
actor(3, 1) = 0.3420463800430298
actor(4, 3) = 0.36132746934890747
goal(1, 1) = 0.27113962173461914
goal(2, 4) = 0.2744247019290924
goal(3, 2) = 0.3460064232349396
goal(3, 3) = 0.2855440378189087
enemy(0, 0) = 0.24102647602558136
enemy(1, 2) = 0.2410142570734024
enemy(1, 4) = 0.23214146494865417
enemy(2, 1) = 0.28161123394966125
enemy(2, 3) = 0.24344316124916077
enemy(2, 4) = 0.23919087648391724
enemy(3, 0) = 0.23532146215438843
enemy(4, 1) = 0.23615562915802002
