actor(1, 2) = 0.3067323863506317
actor(2, 0) = 0.2902735471725464
actor(3, 2) = 0.294683039188385
actor(4, 0) = 0.2899162173271179
goal(0, 0) = 0.2659968137741089
goal(0, 4) = 0.26488226652145386
goal(2, 2) = 0.2660169303417206
goal(2, 4) = 0.26875564455986023
enemy(0, 3) = 0.2696908712387085
enemy(1, 0) = 0.27800291776657104
enemy(1, 1) = 0.2671501636505127
enemy(1, 2) = 0.2838573455810547
enemy(1, 3) = 0.3379567563533783
enemy(1, 4) = 0.2967161238193512
enemy(3, 3) = 0.2722184360027313
enemy(4, 3) = 0.2704029083251953
