actor(0, 1) = 0.28856024146080017
actor(3, 0) = 0.32608848810195923
actor(4, 0) = 0.2930145561695099
actor(4, 3) = 0.29904893040657043
goal(1, 0) = 0.2833441495895386
goal(1, 1) = 0.2772941589355469
goal(1, 2) = 0.27229416370391846
goal(2, 4) = 0.2851589024066925
enemy(0, 0) = 0.26425299048423767
enemy(0, 3) = 0.2629472613334656
enemy(1, 0) = 0.2871071398258209
enemy(1, 2) = 0.2971009314060211
enemy(2, 1) = 0.2684278190135956
enemy(2, 3) = 0.2576947808265686
enemy(3, 2) = 0.2886470556259155
enemy(3, 3) = 0.25597068667411804
