actor(0, 2) = 0.4048767685890198
actor(3, 2) = 0.33245354890823364
actor(4, 1) = 0.451517254114151
actor(4, 3) = 0.3303808569908142
goal(0, 0) = 0.25557979941368103
goal(0, 4) = 0.2563912868499756
goal(2, 4) = 0.2627113163471222
goal(3, 4) = 0.26545003056526184
enemy(0, 0) = 0.24988962709903717
enemy(0, 3) = 0.2798382341861725
enemy(0, 4) = 0.24721039831638336
enemy(1, 0) = 0.24396423995494843
enemy(3, 1) = 0.2735183835029602
enemy(4, 0) = 0.25900039076805115
enemy(4, 2) = 0.2708780765533447
enemy(4, 4) = 0.24482853710651398
