actor(1, 1) = 0.421347439289093
actor(2, 0) = 0.3207206130027771
actor(2, 4) = 0.33738717436790466
actor(3, 0) = 0.3487207293510437
goal(0, 0) = 0.2671940326690674
goal(1, 3) = 0.2891487181186676
goal(1, 4) = 0.2689555883407593
goal(3, 1) = 0.2617706060409546
enemy(0, 1) = 0.26037538051605225
enemy(0, 2) = 0.24844317138195038
enemy(0, 3) = 0.2562482953071594
enemy(0, 4) = 0.24802713096141815
enemy(3, 3) = 0.25594133138656616
enemy(4, 1) = 0.2506241500377655
enemy(4, 2) = 0.2662045657634735
enemy(4, 3) = 0.25880616903305054
